,occupation.label,employer.name,description.text
5204,Systemutvecklare/Programmerare,Academic Work Sweden AB,"GroupTalk växlar upp och behöver förstärkning med en app/web-utvecklare på teknikavdelningen. Kanske är du redan en erfaren apputvecklare eller har lite erfarenhet från apputveckling, men nu vill ta nästa kliv i din utveckling? Häng med på en spännande resa tillsammans med likasinnade kollegor i utvecklandet av molnbaserade Push-to-Talk-tjänster!

OM TJÄNSTEN
GroupTalk växer så det knakar, utnämnt till “Superföretag 2021”, och behöver därför hjälp av Academic Work med att hitta en ny stjärna till deras utvecklingsteam. Med stora och välkända kunder som hängt med redan från företagets start 2006, tillsammans med nya, är tanken att denna expansion bara ska fortsätta. ""Vi behöver bli flera i bolaget för att snabbare förverkliga våra visioner och även fortsättningsvis vara marknadsledare"", säger GroupTalks VD Magnus.

GroupTalk har kunder från de små upp till de riktigt stora, i intervallet från fem användare till över 7,000. De största kunderna återfinns inom säkerhets- och flygbranschen. Av GroupTalk erbjuds kunderna bland annat Push-to-Talk, personlarm, messaging och positionering – som hjälper kundernas personal att öka effektiviteten och säkerheten.

Utvecklingsteamet som du kommer tillhöra består idag av fyra personer som brinner för att hitta den bästa lösningen för sina kunder. Tillsammans hjälps de åt att komma framåt både i företagets och sin personliga utveckling. Hos GroupTalk finns bred kunskap och hög spetskompetens, vilket ger dig goda möjligheter att lära av dina kollegor. Skulle du känna att du står stilla i din utveckling? GroupTalk är alltid öppna för att låta dig gå kurser/utbildningar inom dina intresseområden!

Teamet leds av Markus, CTO, som ger dig mycket frihet under ansvar. Han hjälper dig att sätta upp mål och ger dig de verktyg du behöver, men vägen dit får du möjlighet att välja själv. GroupTalk tror att bästa sättet att ta sig framåt på är i en miljö med högt i tak där det finns utrymme att komma med egna tankar och idéer. Med veckomöten, workshops och regelbundna avstämningar säkerställer företaget att de är på rätt väg.
GroupTalk sitter i dagsläget på ett fräscht kontorshotell i Centrala Uppsala. Då företaget är mån om att du ska ha en bra balans mellan arbete och privatliv tillämpar de flexibel arbetstid, men även flexibel arbetsplats i de fall arbetet blir mest effektivt då.

Denna rekryteringsprocess hanteras av Academic Work, men du kommer bli anställd direkt hos GroupTalk.

ARBETSUPPGIFTER
Som app-utvecklare hos GroupTalk kommer du arbeta i ett engagerat team med iOS- och/eller Android-utveckling av deras app, men även med en del web-frontend-utveckling i moderna ramverk. Det finns även möjlighet till full stack-utveckling med inslag av server-komponenter i distribuerade micro-tjänster, databaser och skalbarhet för att leverera funktionalitet och tjänster med hög kvalitet. GroupTalks plattform lever helt i molnet på Amazon Web Services (AWS) molntjänster.

Det som är extra spännande med denna roll är att den kommer att formas beroende på var ditt intresse, kompetens och dina styrkor ligger. Ju mer erfaren du är, desto större frihet att driva ditt arbete kommer du att få. För dig som är mer junior ser vi till att du skaffar dig adekvata kunskaper för att växa in i det.

VI SÖKER DIG SOM
För att du ska passa in i rollen är det viktigt att du är insatt i utveckling av appar till iOS (Swift) och/eller Android (Java/Kotlin). Inslag av webb-utveckling med JS/React kommer finnas. Du har ett genuint intresse för utveckling i allmänhet och användarupplevelse i synnerhet. Troligtvis har du även en högskoleutbildning inom datavetenskap eller liknande. För dig utan utbildningsbakgrund krävs det istället att du har mer erfarenhet av området.

Som person är du noggrann och tar ansvar för att ditt arbete löper på med god kvalitet. Du stimuleras av att lösa problem och ger inte upp förrän du löst en uppgift. Vidare är du självgående på det sättet att du tar egna initiativ och tänker utanför den välkända boxen. Du är också en person som gärna tar för dig i. Slutligen har du förmågan att arbeta bra i team och lyfter gärna dina idéer för dina kollegor för att ni tillsammans ska komma framåt.

Med anledning av ovan beskrivning söker vi dig som besitter följande egenskaper:


* Strukturerad
* Problemlösande
* Initiativtagande
* Samarbetsförmåga


Övrig information


* Start: Så snart som möjligt, med hänsyn till eventuell uppsägningstid
* Omfattning: Heltid, tillsvidare med 6 månaders provanställning
* Placering: Centrala Uppsala
* Rekryteringsprocessen hanteras av Academic Work och GroupTalks önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervju fasen.

INFORMATION OM FÖRETAGET
GroupTalk tillhandahåller en realtid push-to-talk-lösning (PTT) som molntjänst för smartphones, dedikerade PTT enheter och datorer samt integration med existerande komradiosystem. GroupTalk är ett solitt svenskt teknikinriktat företag med en historia som går tillbaka till 2006. Bolaget befinner sig i en tillväxtfas och bolaget är inne i en stark tillväxtfas på vår hemmamarknad som är Norden, men också med allt fler internationella kunder. GroupTalk-teamet är engagerat för att PTT-kommunikation av världsklass med högsta kvalitet och bästa användarupplevelse för professionella användare inom säkerhetsbranschen, flyg, transport, handel, offshore och service sektorn."
5209,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Familjeföretaget SE360 som är ledande med tjänster inom bostadsfotografering söker nu en junior backendutvecklare! Som utvecklare hos SE360 erbjuds du att arbeta med helheten, och har stora möjligheter att vara med och påverka slutresultatet av deras produkter mot fastighets- och mäklarbranschen! Har du ett intresse för .NET och en eftergymnasialutbildning inom programmering så är du varmt välkommen att söka tjänsten! Sök nu då urval sker löpande!

OM TJÄNSTEN
Vi är ett produktbolag som erbjuder högkvalitativa, webbaserade produkter inom fastighets- och mäklarbranschen. Produkterna är integrerade med varandra och de olika affärssystem som finns för fastighetsmäklare, samt andra verktyg som våra samarbetspartners använder.

SE360 ingår i en familjeägd koncern med flera andra bolag. Utvecklingsbolaget SE-Web står på egna ben inom koncernen och arbetar bland annat även mot SE360s systerbolag Zentuvo i Finland samt bostadsregistret.se.

Vi är just nu åtta personer på utvecklingsavdelningen och har ambitionen att växa med minst en till under början av 2022.

Tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Academic Work men du kommer anställas direkt hos SE360.

Vi erbjuder:

Möjligheten att påverka hur både teamet och produkterna utvecklas framåt inom en spännande bransch, samt vilka tekniker vi ska använda. Vi jobbar kontinuerligt med kompetensutveckling där varje utvecklare tilldelas en pott att spendera efter eget val. Du får frihet att vara kreativ. Vi har kontinuerliga lab-dagar och växlar kontorsjobb med stor frihet att jobba på distans.

ARBETSUPPGIFTER
I rollen som Backendutvecklare kommer du att utveckla både befintliga och nya produkter. Du kommer att ingå i ett litet, tajt team som jobbar i en agil utvecklingsmiljö. Våra team arbetar full stack och har ett helhetsansvar över de produkter de utvecklar.

Tillsammans sköter vi allt från planering, UX, utveckling och underhåll till test, drift och DevOps. Eftersom vi är ett litet team och alla är delaktiga från idé till färdig funktion gör det arbetsuppgifterna väldigt varierande.

VI SÖKER DIG SOM
Du tycker att det är viktigt med välskriven och strukturerad kod av hög kvalitet. Som backendutvecklare lockas du av att driva utvecklingen av vår produktsvit framåt på ett strukturerat och skalbart sätt. Är du dessutom intresserad av arkitektur i både stort och smått, säkerhet eller integrationer, är det meriterande. Som person är du är initiativrik och samarbetsvillig och ser fram emot att jobba i team med varierande arbetsuppgifter på ett litet, välmående produktbolag.

Vidare har du:


* En YH- eller högskoleingenjörsexamen inom datateknik, systemvetenskap, datavetenskap eller motsvarande utbildning.
* Erfarenhet eller intresse av .Net/C# samt Microsoft Azure.
* Talar och skriver obehindrat på svenska och engelska.


Vår Tech stack:


* Backend i .NET, C#.
* Frontend i React + Typescript.
* Allt driftas i Microsoft Azure, framför allt med Docker och Kubernetes.
* UX baserat på Material Design med ett gemensamt komponentbibliotek.
* Databaser i MSSQL, MongoDb och diverse andra lagringslösningar i molnet.


Övrig information


* Start: Omgående, enligt överenskommelse.
* Omfattning: Heltid, tillsvidare, provanställning 6 månader.
* Lön: Fast månadslön.
* Placering: Göteborg, Gamlestan.
* Kontaktuppgifter: Academic Work
* Den här rekryteringsprocessen hanteras av Academic Work och kundens önskemål är att alla samtal och mail kring tjänsten går till Academic Work.
* Sök tjänsten genom att klicka på Ansök nedan. Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals och intervjufasen.


INFORMATION OM FÖRETAGET
Läs mer om SE360!"
5214,Systemutvecklare/Programmerare,Academic Work Sweden AB,"När du tittar upp mot himlen en mörk natt, ser du stjärnor eller ser du möjligheter? Nu letar vi efter en utvecklare för vår kunds räkning som kommer att programmera datachip i främst Python och C++ vilka kommer användas i rymden. Hur space-at är inte det?

OM TJÄNSTEN
I denna tjänst kommer du att vara en del av ett mycket kompetent team som tillsammans arbetar med att ta fram produkter som kommer användas i rymden. Du kommer att jobba med embedded systems och utveckla och programmera i främst C++ och Python. Detta är en långsiktig tjänst i ett IT-företag som är mitt i en tillväxtfas - där du har alla möjligheter att utvecklas och ta ansvar. För den som har ambition att i framtiden leda ett team är detta någonting vår kund ser positivt på.

 Du erbjuds:


* En chans att bidra till viktig utveckling och förståelse för vår värld
* Stora utvecklingsmöjligheter, och möjlighet till goda förmåner
* En dedikerad konsultchef under hela din tid som anställd på Academic Work. Läs mer om vårt konsulterbjudande.


ARBETSUPPGIFTER
I denna tjänst kommer du tillsammans med teamet skapa embedded system mjukvara i C++ och Python för att producera datachip. Arbetsuppgifterna inkluderar även att sköta dokumentation på korrekt sätt, komma med förbättringsförlag och hjälpa till att med nya lösningar öka motståndskraften för produkterna.

VI SÖKER DIG SOM
* Avslutad eftergymnasial utbildning som utvecklare eller inom annat relevant område
* Minst 2 års erfarenhet av utveckling
* Mycket goda kunskaper i C++ och Python
* Har goda kunskaper i svenska och engelska i tal och skrift, då kommunikation sker på båda språken

Det är även  en merit om du har kunskaper i docker.

Vi ser även mycket till  personliga egenskaper  för denna tjänst. För denna tjänst kommer vi främst fokusera på följande egenskaper:
* Kommunikativ
* Självgående
* Initiativtagande

 Övrig information


* Start: Omgående med hänsyn till uppsägningstid
* Omfattning: Heltid med möjlighet till flextider
* Placering: Centrala Uppsala (med möjlighet till delvis distansarbete)


Rekryteringsprocessen hanteras av Academic Work och kundens önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.

Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervjufasen."
5217,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Arbeta med både programmering och konfigurationer inom autonoma bilar. Detta är en långsiktig roll i ett seniort team där du kommer att utveckla både din kompetens och nästa generations dataloggning. Läs mer nedan!

OM TJÄNSTEN
Vår kund söker en junior databasingenjör som kommer att arbeta med konfiguration, validering och utveckling av dataloggning i autonoma bilar.

Vår kund har ett nära samarbete med ett av världens största bilföretag och fokuserar idag sitt arbete på att utveckla mjukvara i världsklass för sina självkörande bilar. Mjukvaran bakom självkörande bilar är otroligt komplex och kräver en organisation med hundratals människor som dagligen arbetar med ett gemensamt mål.

Du kommer att ingå i ett team som arbetar med datapipelines, dataindexering och metadataextraktion med hjälp av en blandning av intern mjukvara och kommersiell hårdvara och mjukvara.

Dina dagliga arbetsuppgifter kommer att bestå av:
* Databaskonfiguration och schemadesign
* Analysera databasprestanda och användning
* Samarbeta med andra team för att underhålla och förbättra prestandan för befintlig databas
* Delta i designdiskussioner inom teamet och granska dina kollegors kod

 Du erbjuds


* Ett första steg in i en världsomspännande industri
* Möjlighet att arbeta i ett globalt sammanhang med kollegor med olika bakgrund


Som konsult för Academic Work erbjuder vi stora möjligheter för dig att växa professionellt, bygga ditt nätverk och skapa värdefulla kontakter för framtiden. Läs mer om vårt konsulterbjudande.

VI SÖKER DIG SOM
* Har goda kunskaper i Python
* Har som lägst kandidatexamen inom relevant område
* Har kunskap om best practice inom databashantering
* Har fördjupade kunskaper om datamanipulationsspråk, t.ex. SQL
* Har obehindrade kunskaper i engelska, i både tal och skrift

Det är meriterande om du även har erfarenhet av PostgreSQL-databasadministration, men det är inget krav.

 Annan information


* Start: Enligt överenskommelse
* Omfattning: Heltid
* Plats: Lindholmen, Centrala Göteborg
* Rekryteringsprocessen hanteras av Academic Work och alla frågor gällande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas innan tjänsten tillsätts om vi gått vidare till urvals- och intervjufasen."
5221,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Work with both programming and configurations within autonomous cars. This is a long-term role in a senior group where you will develop both your skillset and the next generation of data logging. 

OM TJÄNSTEN
Our client is working looking for a database engineer who will work with configuration, validation and development of data logging in autonomous cars.

Our customer works closely with one of the world's largest car companies and today focuses his work on developing world-class software for their self-driving cars. 

You will join a team that works on data pipelines, data indexing and metadata extraction using a mix of in-house software and commercial hardware and software.

Your daily tasks will comprise of:
* Database configuration and schema design
* Analysing database performance and usage
* Collaborating with other team to maintain and enhance the performance of existing database
* Take part in design discussions within the team and review your colleagues code

 You are offered


* A first step into a worldwide industry



As a consultant for Academic Work, we offer great opportunities for you to grow professionally, build your network and create valuable contacts for the future. 

VI SÖKER DIG SOM

* At the lowest a Bachelor's degree within a relevant field
* Knowledge of best practices in database management
* In-depth knowledge of data manipulation languages, e.g SQL
* A professional proficiency in English, written and spoken

It is a plus if you also have experience of PostgreSQL database administration, but it is not a requirement.

 Other information


* Start: As per agreement
* Scope: Full time
* Location: Lindholmen, Central Gothenburg



We review the selection on an ongoing basis and the ad can be closed before the position is filled if we have moved on to the selection and interview phase."
5323,Systemutvecklare/Programmerare,Bravura Sverige AB,"Om Bravura:

Bravura är ett bemannings- och rekryteringsföretag för organisationer som vill hitta Next Gen Professionals. Hos oss finns massor av jobbmöjligheter, framförallt för dig i början av karriären med 0-8 års erfarenhet. Via oss kan du jobba som konsult eller bli rekryterad. Hitta ditt drömjobb - vi hjälper dig att lyckas!

Om tjänsten:

Den här tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Bravura och du anställs direkt hos Agtira.

Om företaget:

Agtira är ett nystartat varumärke som har sin grund i företaget Peckas Naturodlingar. Agtira är ett forsknings- och utvecklingsföretag inom foodtechsektorn, som levererar system för hållbar livsmedelsproduktion i urbana miljöer till aktörer inom livsmedelsbranschen. De är världsledande inom området akvaponi och utvecklar både odlingsmetoder och mjukvarustöd för odlingssystem för fisk och grönsaker samt system för inomhusodling av grönsaker.

Agtira är världsledande inom området akvaponi där de utvecklar både odlingsmetoder och mjukvarustöd för odlingssystem för fisk och grönsaker i urbana miljöer och utvecklar egna styrsystem för deras olika odlingslösningar. Agtira styrsystem hämtar data från sensorer, användarinput. och använder även Artificiell Intelligens för att optimera driften av deras system.

Agtira har sitt huvudkontor i Härnösand. Om du bor på annan ort finns möjlighet att arbeta på distans några dagar i veckan.

https://www.agtira.com/

Arbetsuppgifter:

I rollen som systemutvecklare arbetar du med mjukvaruutveckling där du vidareutvecklar och förvaltar befintliga system samt är delaktig i att skapa nya system.

Du kommer även att arbeta med programmering av kringprogramvaror bland annat för övervakning av Agtiras odlingsanläggningar. Du arbetar i en bred roll där dina huvudsakliga uppgifter går ut på att implementera och konfigurera system och verktyg. Vidare gör du lokala anpassningar och integrationer, där du arbetar fram metoder och verktyg för mjukvaruplattformar.

Du samarbetar nära med AI utvecklare och övriga IT resurser inom Agtiras utvecklingsavdelning. Tillsammans identifierar ni behov för att leverera ett högt affärsvärde.

Som mjukvaruutvecklare har du stor frihet i ditt dagliga arbete förutsatt att du levererar enligt uppsatta mål och deadlines.

Utbildning, Erfarenhet och personliga egenskaper:

• Universitetsexamen inom IT, gärna inom data- eller systemvetenskap
• Du har något års erfarenhet av programmering i C# och Javascript
• Erfarenhet av databashantering, inom SQL

• Goda kunskaper i både engelska och svenska i såväl tal som skrift
Vi ser att du som söker tjänsten är intresserad och har ett engagemang för utveckling och programmering. Då du tillhör en nystartad organisation finns det stort utrymme att bidra med idéer i arbetet, vi ser därav att du är en kreativ och initiativtagande person. Vidare kräver rollen att du är flexibel och kan hantera varierande uppgifter inom ditt område.

Övrig information:

Start: Omgående med hänsyn till uppsägningstid
Plats: Härnösand
Lön: Enligt överenskommelse

Funderingar kring Bravuras rekryteringsprocess? Du finner svar på de vanligast förekommande frågorna här

Är du nyfiken på hur vår rekryteringsprocess är upplagd? Du hittar mer information här: https://www.bravura.se/din-karriar.

Ange vilken tjänst det gäller.

Vi rekommenderar att du skickar in din ansökan omgående då vi gör ett löpande urval. Välkommen med din ansökan!

Sökord: systemutvecklare, software engineer, engineer, ingenjör, mjukvara, programmering, programmerare, IT, teknik, tech, datavetenskap, systemvetenskap, C#, javascript, Python, SQL, MySQL"
5325,Mjukvaruutvecklare,Envoi AB,"Join us on our journey!

Right now Envoi has an exciting growth period and  we at Envoi can proudly present your next interesting project - as our new fullstack developer!

Description
For our client we are looking for a consultant to strengthen their team with C# .NET Core Developer.



An important part of the role is to build, optimize and be responsible for the application, from the infrastructure to a scalable high performing application.

Close communication and collaboration are needed with multiple teams connecting to the whole system around this team's specific application that orchestrates workflows between different applications and microservices. Data models and relationships is important to understand.

You understand the value of continuous improvement and challenging status quo. You are a driven, self-motivated, communicative. You are a responsible, respectful team player willing to jump in where is needed for the team and ultimately the company to succeed.

In order for you to thrive in this role, you need to be passionate about building great products that people love. Our client value a “can-do mentality”, but where you are still not afraid to ask questions and seek assistance from colleagues. You will contribute to all stages of the product life-cycle: Design, implementation, testing, releasing and operation.

Required:

- Write clean, scalable code using C# and .Net Core.
- Excellent troubleshooting and communication skills with attention to details.
- DevOps as natural part of who you are.
- Episerver
- Vue JS
- Serve as an expert on applications and provide technical support.
- Used to work within a highly distributed IT stack (REST).
- Knowledge on how to design easy to use front-end api’s.
- Working in autonomous agile team


Why work with us?
At Envoi AB, we offer attractive packages of employment for you as a professional IT consultant, and we of course have a collective agreement (Almega).

We are approved at Migrationsverket, and we have a fast track service for those who need a a quick access to their residence permits! (Right now we take applications only from those who are based in Sweden and EU)

As a consultant at Envoi AB, you have committed sales agent who find assignments based on your interest. We have customers throughout Stockholm in system development and technology. With us, you get the opportunity to work in a wide range of industries. If you have a drive to develop and be challenged with a great flexibility, then it is a good start to become part of our Envoi family.

You also get access to personal development in the short and long terms as well as wellness offers to use in your free time."
5352,Systemutvecklare/Programmerare,Interactive Solutions Bodama AB,"Vi söker en fullstack-utvecklare med stor passion för tech. Är du driven, initiativtagande och har en positiv problemlösande attityd? Hos oss på Interactive Solutions kommer du jobba med ett fantastiskt team, och tillsammans kommer vi bygga många roliga och utmanande projekt.

Vilka vi är
Interactive Solutions är en entreprenörsdriven app- och webbyrå med drygt 25 anställda. Vår hemmahamn är Uppsala men vi jobbar med kollegor, partners och kunder runt om i världen.

Vi är en heltäckande digital byrå med mycket bred kompetens. Genom kundnära samarbete, agila arbetssätt och fokus på lönsamhet hjälper vi våra kunder från idé till färdig produkt. Vår kundstock består av alltifrån mindre startup-bolag till stora internationella varumärken.

Vi växer snabbt och har stora ambitioner för bolagets utveckling de kommande åren. Nu söker vi efter duktiga blivande kollegor som vill vara med på resan och påverka utformningen av vår verksamhet, vår kultur och vår framtid!

Om tjänsten
Som utvecklare hos oss på Interactive kommer du få stora möjligheter att bidra med egna idéer och det är viktigt att du vill vara med och påverka och förstå slutanvändaren av produkterna för att på så sätt kunna skapa lösningar med hög användbarhet och god tillgänglighet. I rollen kommer du få ta ett stort ansvar och vara med och bygga långsiktiga och nyskapande lösningar.

Du kommer spela en viktig roll i produktionsteamet och kommer att jobba tillsammans med andra utvecklare, designers, produktägare, säljare och affärsutvecklare för att tillsammans hitta nya vägar att stärka kundens digitala närvaro och kvalitén i de produkter vi tar fram.

Vi tror att du har erfarenhet av:

- JavaScript, React, SCSS och REST.
- SQL (MySQL/PostgresSQL)
- Golang och/eller PHP.


Som person är du:
- Strukturerad och gillar problemlösning.
- Genuint intresserad av ny teknik och håller dig uppdaterad om de senaste trenderna.


Vi jobbar med kunder och kollegor från runt om i världen och arbetar dagligen med lika delar svenska och engelska, så det är viktigt att du behärskar båda väl i tal och skrift.

Ett extra plus är om du har erfarenhet inom:

- Cypress
- GraphQL
- React-native
- TypeScript
- CL/CI
- .Net
- Kubernetes / Nomad
- CI/CD Pipelines
- TDD/BDD
- AWS / GCP
- Pingis


Högskoleutbildning eller relevant utbildning är meriterande men inget krav.

Vårt team växer snabbt och vi söker därför hungriga medarbetare som med tiden kan ta sig an växande ansvar och vill vara med och forma vår verksamhet och företagskultur. Vi kommer därför lägga stort vikt vid dina personliga egenskaper och ditt intresse att utvecklas som både utvecklare och kollega.

Låter det som något för dig?
Vad roligt! Rollen är tillgänglig så länge annonsen finns ute och rekrytering sker löpande. Tveka inte att höra av dig!

Inte mitt i prick?
Vi är alltid nyfikna på nya sätt att skapa affärsnytta för våra kunder och tar löpande in ansökningar till roller inom allt från produktdesign och utveckling till sälj, marknad och backoffice.

Har du en passion för morgondagens innovationer och en idé om hur vi kan skapa magi tillsammans, men hittar inte helt rätt roll för dig? Tveka inte att höra av dig med en öppen ansökan istället!"
5361,Systemutvecklare/Programmerare,Unicus Sverige AB,"Arbetsuppgifter
- Programmering
- Automatisera tester
- Testa IT-system
- Kvalitetssäkra data i databaser


Krav
- Aspergerdiagnos / ASD-diagnos
- Kan programmera
- Stort intresse för teknik, datorer, IT och programmering
- Egenskaper som analytisk, logisk, noggrann, uthållig, förmåga att se detaljer, uppskatta struktur
- Fullständigt gymnasiebetyg
- Viljan och förmågan att jobba heltid


Meriterande
 Högre studier inom systemvetenskap / IT / programmering
 Arbetslivserfarenhet inom IT

Dina förmågor är viktigare för oss än dina meriter!

Ansökan
Varmt välkommen att skicka in din ansökan via vårt formulär nedan. Urval sker löpande.

Frågor
"
5432,Mjukvaruutvecklare,Bovision AB,"Fullstack utvecklare - ansök utan CV



Bovision är i kraftig expansionsfas och vi söker nu ytterligare en utvecklare. Vi letar efter driven och mångsidig person som gärna vill jobba med fullstack utveckling, primärt med webbutveckling.


Om rollen


I denna tjänst kommer du att få arbeta brett och får utrymme för kreativitet och möjlighet till påverkan. Du föredrar att vara med och duka bordet snarare än att sätta dig vid ett serverat. Din lösningsorienterade personlighet, kreativitet, nyfikenhet, och driv kommer att vara nyckelkompetenser för att lyckas i denna roll. Du har ett stort intresse för att utveckla olika hållbara lösningar och ser vinsten i att göra det både med ditt team men också genom att nyttja kraften och den breda kompetens som finns inom Bovisions systerbolag i koncernen.


Din arbetsmiljö


Hos oss på Bovision arbetar du i en kreativ miljö där det är högt till taket. Vi är med i företagets alla delar och arbetar även med uppgifter som inte ligger på det egna bordet, helt enkelt – inga fördomar. Vi arbetar processorienterat och därmed är vi alltid i lärande – inget är omöjligt att lösa. Vi har alla en eller några spetskompetenser men, viktigast, ett brett mind set och tvärfunktionellt tänkande.


På Bovision får du:


Möjligheten att vara del i ett snabbväxande bolag som ska förändra en hel bransch
Arbeta med drivna, kompetenta kollegor med höga ambitioner
En arbetsplats där möjligheten för din egen utveckling bara sätts av dig själv!



Din erfarenhet


Idag jobbar du troligtvis på en digital byrå eller kanske som en del av ett in house-team där du är med och utvecklar framgångsrika skräddarsydda applikationer, integrationer, webb- eller e-handelslösningar, men vill ta nästa steg och känner en längtan efter att få vara med och bygga upp något nytt. Hos oss får du aktivt påverka både vad vi gör och hur vi gör det i form av tekniker, dokumentation och lösningar men även affärsplan, budget och rekryteringar.


Vi jobbar främst med tekniker som:


ASP.NET,
JavaScript (React, Vue, mfl. ),
MSSQL,
CMS såsom Umbraco och Kooboo.
API:er både SOAP och REST

Vi lägger stor vikt vid personligheten och personliga egenskaper som bidrar till en grym arbetsplats och riktigt starka, långsiktiga och givande kundrelationer.


Vad vi erbjuder dig


Få vara med i ett tajt team och jobba i tvärfunktionella team.
Konkurrenskraftig lön och förmåner
En entreprenöriell miljö och startup, men med starka ägare.



Nyfiken?


Tveka inte att söka denna utvecklande tjänst redan idag, urval sker löpande och är du rätt person får du jobbet. "
5588,Systemutvecklare/Programmerare,Gigstep AB,"NFO Drives AB söker nu dig som är nyexaminerad civilingenjör och vill axla rollen som embedded utvecklare. Du kommer jobba en utmanande och teknisk miljö och få möjligheten att utveckla din kunskapsnivå inom embedded.

NFO Drives är ett mindre svenskt bolag placerat i Karlshamn. De är ett cleantech-företag, som jobbar med utveckling och tillverkning av produkter för energi­effektivisering av elmotorer till maskiner, fläktar och pumpar med mera. De är idag börsnoterade på Spotlight Stockmarket!

Om dig

För denna roll söker vi dig som har en civilingenjörsexamen inom elektroteknik, data, teknisk fysik eller motsvarande relevant inriktning. Du har ett stort intresse för embedded programmering, specifikt embedded C. Du har dessutom kunskap och stort intresse för reglerteknik. Det är ett stort plus om du är intresserad av hårdvara och gärna kraftelektronik, men inget krav. Som person är du social och utåtriktad. Du trivs i dialog med både kunder och kollegor. Du är självgående i ditt arbete och är inte rädd för att ta egna initiativ.

Arbetsuppgifter

Din huvudsakliga arbetsuppgift blir att utveckla nya funktioner i NFO Drives frekvensomriktare, vilket innebär embedded SW med mycket reglerteknik. Du kommer jobba med utvecklingsteamet med att bygga upp lab och testa nya funktioner. Vid din sida kommer du ha en specialist som agerar mentor till dig, men du förväntas att arbeta självständigt. Du kommer dessutom agera teknisk support, du är personen man vänder sig till med frågor angående frekvensomriktaren. Detta innebär att du svarar på frågor både externt från kunder och internt från säljare och förser de med tekniskt underlag.

Tjänsten

Detta är ett konsultuppdrag, eller gig som vi kallar det på Gigstep. Du blir inledningsvis anställd av Gigstep med ambition att det ska leda till en anställning direkt hos NFO Drives. Arbetet kommer i huvudsak att utföras i NFO Drives lokaler i Karlshamn, därför är det viktigt att du bor eller vill bo i Blekinge. Startdatum är tänkt vara nu i vår men det kan vara flexibilitet för rätt kandidat med en grym inställning.



Är du den utåtriktade & tekniska utvecklaren vi letar efter? Sök nu direkt!"
5620,Systemutvecklare/Programmerare,Unicus Sverige AB,"Arbetsuppgifter
- Programmering
- Automatisera tester
- Testa IT-system
- Kvalitetssäkra data i databaser


Krav
- Aspergerdiagnos / ASD-diagnos
- Kan programmera
- Stort intresse för teknik, datorer, IT och programmering
- Egenskaper som analytisk, logisk, noggrann, uthållig, förmåga att se detaljer, uppskatta struktur
- Fullständigt gymnasiebetyg
- Viljan och förmågan att jobba heltid


Just nu letar vi särskilt efter dig som kan c++ eller c#

Meriterande
 Högre studier inom systemvetenskap / IT / programmering
 Arbetslivserfarenhet inom IT

Dina förmågor är viktigare för oss än dina meriter!

Ansökan
Varmt välkommen att skicka in din ansökan via vårt formulär nedan. Urval sker löpande.

Frågor
"
