Unnamed: 0.1,Unnamed: 0,occupation.label,employer.name,description.text,Mask_score,Mask_ord,Annons_length,har_mask_ord,cluster_label
479,17964,Systemutvecklare/Programmerare,Bravura Sverige AB,"Om Bravura:

Bravura är ett bemannings- och rekryteringsföretag för organisationer som vill hitta Next Gen Professionals. Hos oss finns massor av jobbmöjligheter, framförallt för dig i början av karriären med 0-8 års erfarenhet. Via oss kan du jobba som konsult eller bli rekryterad. Hitta ditt drömjobb - vi hjälper dig att lyckas!

Om tjänsten:

Dina första 6 månader är tydligt planerade med uppgifter att utföra - utbildningar, övningar, uppsättning av system, besök hos alla våra kontor, kundbesök tillsammans med erfarna kollegor. 
Efter tre månader gör vi en individuell plan. Du börjar arbeta i kundprojekt tillsammans med erfarna kollegor och fortsätter att återkommande träffas som traineegrupp för att diskutera nya erfarenheter och ta del av mer avancerad utbildning. Efter 6 månader har du en mycket bra grund att stå för inför kommande arbete som Business Intelligence Consultant.

Om företaget:

Drake Analytics är ett oberoende konsultbolag och helhetsleverantör av Data Analytics & Data Management. Vi växer fort och är i dagsläget ca 30 konsulter med kontor i Stockholm, Linköping, Jönköping och Göteborg. Drake hjälper organisationer och företag att lösa komplexa affärsproblem med strategisk användning av data. Vi extraherar och transformerar data för att skapa end-to-end data pipelines. Vi orkestrerar hela kedjan från ingestion-mekanismer till dataarkitektur i dataplattformar fram till visualisering i Business Intelligence-plattformar. En stor del av vår verksamhet kretsar också kring att skapa AI- och maskininlärningsmodeller för att predicera framtiden baserat på historiska data.
Din karriär- och kunskapsutveckling i första rummet. På Drake vill vi ge alla medarbetare möjlighet att växa. Vi hjälper varje individ med en individuell kunskapsutvecklingsplan och erbjuder alla medarbetare att avsätta tid för utbildning.

Alla medarbetare på Drake är konsulter. Vi är en nätverksinspirerad organisation utan hierarkier, vi är entreprenörsdriva och går in i uppgifter med mycket hjärta. På Drake Analytics får du  stor frihet och flexibilitet men också ett betydande ansvar. Vi brinner för det vi gör och tycker livet är för kort för att ha tråkigt på jobbet. Hos oss är alla medarbetare betydelsefulla och det finns inga glastak som hindrar goda idéer. Våra konsulter har olika inriktning, men hela företaget kretsar kring Data Analytics och Data Management.

Arbetsuppgifter:

Du får tidigt träffa kunder och ingå i olika projekt där du arbetar nära Drake Analytics kundföretag för att leverera innovativa tekniska lösningar. Du bygger på egen hand datavisualisering och analysverktyg för kundens verksamhet med stöttning från kompetenta och likasinnade kollegor. Du är delaktig i hela processen, från rekommendation av vilka mätningar verksamheten behöver, projektplanering, utveckling, driftsättning och utbildning av användare, till support och underhåll.

Du får även möjligheten att specialisera dig inom utvalda tekniker och tillsammans med dina kollegor arbeta för att fortsätta inspirera, lösa problem och utveckla Drakes tjänsteutbud.

Utbildning, Erfarenhet och personliga egenskaper:

• Avslutad utbildning som ingenjör inom exempelvis datateknik, industriell ekonomi med inriktning IT eller systemvetenskap
• Meriterande med avslutad masterutbildning inom AI & Machine Learning
• Ett intresse för dataanalys och datavisualisering
• Flytande kunskaper i svenska och engelska, tal och skrift
• B-körkort
•  Är ansvarstagande, driven och social och tycker om att hjälpa andra.

Vi letar efter dig som tycker om att hitta lösningar på utmanande uppgifter och som inte räds för att fråga om hjälp när det behövs. Som person är du ansvarstagande, nyfiken och motiveras av möjligheten att utvecklas. Du trivs i sociala situationer och har även ett stort tekniskt intresse. Därtill är du en lagspelare som uppskattar att dela dina kunskaper med andra och ser nyttan av att arbeta mot gemensamma mål. Utöver detta ser vi att du har ett genuint intresse för IT för att lyckas i rollen.

Övrig information:

Start: Augusti 2022
Plats: Stockholm/Jönköping/Linköping/Göteborg
Lön: Enligt överenskommelse

Funderingar kring Bravuras rekryteringsprocess? Du finner svar på de vanligast förekommande frågorna här

Är du nyfiken på hur vår rekryteringsprocess är upplagd? Du hittar mer information här: https://www.bravura.se/din-karriar.

Ange vilken tjänst det gäller.

Vi rekommenderar att du skickar in din ansökan omgående då vi gör ett löpande urval. Välkommen med din ansökan!

Sökord: BI, Business Intelligence, Computer Science, development, Integartion, Qlik, datateknik, industriell ekonomi, systemvetenskap, dataanalys, datavisualisering, Drake, Drake Analytics, Stockholm, Jönköping, Linköping, Trainee, heltid, Göteborg",12,"['individ', 'intelligen', 'intelligen', 'intelligen', 'intelligen', 'individ', 'individ', 'hierarki', 'kompetent', 'utman', 'intelligen', 'intelligen']",680,True,0.0
480,18058,Systemutvecklare/Programmerare,Alten Sverige AB,"Transformation from 4G to 5G will enable machine to machine communication and lot of industries will move from selling products to services. With growing data flow there will be increasing demands of providing cloud solutions handling data. Based on this ALTEN is looking for strengthening one of our backend teams with a GoLang developer. Would you like to be a part of a dynamic environment where you can build on to your previous experiences? Would you consider yourself to be creative when solving problem? In other words, are you the one?

THE INHOUSE TEAM SAYS HELLO
We are a cross functional scrum team with seven humble and engaged colleagues and we want to find new talent to complete our team. Our work is focused on creating backend solutions for data driven services, built on collected data from IoT sensors. You thrive in a group setting and are committed to see the team deliver and succeed and last but not least – to have fun. We are looking for someone with clear communication skills, where a test-driven development mindset is a desired quality. Apply and come join us on our journey to greatness.

- GoLang and/or C# knowledge
- Docker/Kubernetes
- Azure DevOps
- Microservice architecture with AWS Serverless computing
- AWS Terraform

WHAT WE OFFER YOU
Our customers are found in industries such as vehicles, telecom, defense, energy, engineering, pharmaceuticals and medical technology, where our consultants are active throughout the product development chain. Every employee is equally valuable in the success of ALTEN! We are driven by making people grow and develop, which is why we offer you the opportunity to work with what you are truly passionate about. We offer you the possibility to work from home or at our new and fresh office space at Kämpegatan 10 in Gothenburg. We have a collective agreement and other benefits like Pension, Insurances and Wellness grants and work life balance is our top priority. With your coaching manager, you build your career, so you constantly are able to develop and achieve your goals and dreams!


",1,['kämp'],344,True,0.0
481,18059,Frontend-utvecklare,Alten Sverige AB,"Vi vill utöka IT-teamet med en duktig Front-end utvecklare som har ett öga för detaljer. Vi söker dig som gärna testar nya tekniker, är ansvarstagande och strukturerad. Du värdesätter gott samarbete och vill ha stora utvecklingsmöjligheter hos en arbetsgivare. Om du vill jobba med spännande och varierande projekt i teknikens framkant och vara en del av ett globalt, nytänkande och omtänksamt bolag, läs vidare och ansök idag!

KONSULTROLLEN
Som utvecklare hos oss blir du en del av vårt härliga internationella konsultteam där våra konsulter besitter olika kompetenser inom IT. Du får möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

- Javascript/Typescript
- React.js
- HTML och CSS

Meriterande:
- AWS/Azure/GCP
- Java
- SpringBoot
- Angular/Vue

VI ERBJUDER DIG
Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens, tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Vill du växa tillsammans med oss? Vi är bara en ansökan bort!


",4,"['försvar', 'individ', 'aktiv', 'aktiv']",262,True,0.0
482,18060,Backend-utvecklare,Alten Sverige AB,"Brinner du för programmering och ser problemlösning som en naturlig del av arbetet? Vi söker en självgående och ansvarstagande person som har en känsla för struktur och ordning och reda i koden. Du förväntas ta mycket egna initiativ och bidra till ditt team med goda idéer, samtidigt som du löser uppgifter på ett effektivt och hållbart sätt. Vill du vara en del av ett globalt, nytänkande och omtänksamt bolag, läs vidare och ansök idag!

KONSULTROLLEN
Som utvecklare hos oss blir du en del av vårt härliga internationella konsultteam där våra konsulter besitter olika kompetenser inom IT. Du får möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

- Backend-utveckling i C#/.NET
- AWS/Azure
- Arbetat i agila miljöer
- Microservices arkitektur

Meriterande om du har erfarenhet inom:
- Python
- .NET Core
- GoLang
- Docker och kubernetes
- Azure DevOps

VI ERBJUDER DIG
Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens, tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Vill du växa tillsammans med oss? Vi är bara en ansökan bort!


",5,"['självgå', 'försvar', 'individ', 'aktiv', 'aktiv']",286,True,0.0
483,18061,Systemutvecklare/Programmerare,Alten Sverige AB,"ALTEN is looking for someone who knows their way around DevOps and Cloud. If you would like to be part of a dynamic environment where you get the opportunity to work with the latest technologies and awesome colleagues then ALTEN could be a great match for you! Apply now and be a part of our amazing journey to the future.

THE CONSULTANT ROLE
As a consultant at ALTEN, you will be part of our wonderful international consulting team and you will get the opportunity to work on national and international projects at one of our world-leading customers or inhouse. Our customers are found in industries such as vehicles, telecom, defense, energy, engineering, pharmaceuticals and medical technology, where our consultants are active throughout the product development chain. Every employee is equally important to our company growth and success, and therefore we value individual feedback and work actively with personal development.

We are looking to strengthen our IT-team with another experienced DevOps talent. We believe you have a background in development and are passionate about DevOps. Perhaps you also have experience as a technical consultant or advisor.

Requirements:
- BSc/MSc or equivalent in a relevant field
- Minimum of 1 year hands on experience with DevOps
- Experience of software development

- CI/CD

- Docker and Kubernetes


Other desired qualifications:
- Agile development methods like Scrum

- Terraform and infrastructure as code
- Azure DevOps

WE OFFER YOU
At ALTEN, we value work life balance and work actively to maintain this. We offer benefits such as wellness allowance, bicycle for staff, personal education budget, occupational pension and insurance. We also have a collective agreement.


",1,['individ'],272,True,2.0
484,18062,Systemutvecklare/Programmerare,Alten Sverige AB,"Vi vill utöka IT-teamet med en duktig och erfaren testautomatiserare som har arbetat enligt agila metoder tidigare och som uppskattar att arbeta i team. Som testautomationsutvecklare kommer du att vara med och ta fram samt bygga upp nya testmiljöer och du kommer kontinuerligt att utveckla, implementera och utföra testfall, men också underhålla och utveckla redan befintliga processer.

KONSULTROLLEN
Som konsult hos oss blir du en del av vårt härliga internationella konsultteam där våra konsulter besitter olika kompetenser inom IT. Du får möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

Vi söker dig som ser vikten av att upprätthålla goda relationer med kunder. Vi ser att du är självgående och affärsmässig. Du stimuleras av problemlösning och använder din kreativitet till att hitta nya lösningar i arbetet. Självklart har du ett intresse för teknik.

Vi ser att du har efarenhet inom flera/några av följande:
- ReadyAPI
- Seleniun/Cucumber
- REST och SOAP

- Python och/eller andra scriptspråk

Meriterande:
- Programmeringsbakgrund
- Azure DevOps
- CI/CD
- Agila metoder - Scrum
- AWS/Azure

VI ERBJUDER DIG
Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens och tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Vill du växa tillsammans med oss? Vi är bara en ansökan bort!


",5,"['försvar', 'individ', 'aktiv', 'självgå', 'aktiv']",317,True,0.0
485,18063,Backend-utvecklare,Alten Sverige AB,"Är du en kreativ person som gillar att lösa problem tillsammans med andra kunniga och fokuserade utvecklare? Vill du vara en del av en dynamisk miljö där du kan jobba med moderna tekniker och ramverk och vara en del av ett globalt, nytänkande och omtänksamt bolag, läs vidare och skicka in din ansökan idag!

KONSULTROLLEN
Som utvecklare hos oss blir du en del av vårt härliga internationella konsultteam där våra konsulter besitter olika kompetenser inom IT. Som konsult hos oss får du möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

Vi vill stärka IT-teamet med en Fullstack utvecklare som är erfaren och tycker om att arbeta med moderna frontend ramverk och backend arkitektur baserat på Microservices.

Vi ser att du har några års erfarenhet av följande:
- Java/.NET
- Node.js/React.js
- Javascript/Typescript
- Microservices arkitektur
- Azure/AWS

Meriterande:
- GoLang
- Docker och Kubernetes
- Azure DevOps

VI ERBJUDER DIG
Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens, tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Välkommen att skicka in din ansökan!


",4,"['försvar', 'individ', 'aktiv', 'aktiv']",287,True,0.0
486,18064,Backend-utvecklare,Alten Sverige AB,"Om programmering är din passion och du värdesätter möjligheter, utveckling och gemenskap så tror vi att du kommer trivas hos oss. 

KONSULTROLLEN
Som utvecklare hos oss blir du en del av vårt härliga internationella konsultteam där våra konsulter besitter olika kompetenser inom IT. Du får möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

Vi vill stärka teamet inom IT med ytterligare en Java utvecklare. Vi söker dig som trivs att arbeta i en kreativ miljö där du kan bygga på dina tidigare erfarenheter. Du är fokuserad och drivs av problemlösning och utmaningar.

Vi ser även att du har följande/erfarenhet av:
- BSc/MSc eller motsvarande inom relevant område
- Java, Python
- Spring/Spring boot
- Microservices arkitektur (Docker/Kubernetes)
- AWS, Azure

Meriterande:

- React / Angular

VI ERBJUDER DIG
Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens, tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Vill du växa tillsammans med oss? Vi är bara en ansökan bort!


",5,"['försvar', 'individ', 'aktiv', 'utman', 'aktiv']",271,True,0.0
487,18065,Backend-utvecklare,Alten Sverige AB,"Är du en kreativ person som gillar att lösa problem tillsammans med andra kunniga och fokuserade utvecklare? Vill du vara en del av en dynamisk miljö där du kan jobba med moderna tekniker och ramverk och vara en del av ett globalt, nytänkande och omtänksamt bolag, läs vidare och skicka in din ansökan idag!

KONSULTROLLEN
Som utvecklare hos oss blir du en del av vårt härliga internationella konsultteam och du får möjligheten att arbeta med nationella och internationella projekt hos någon av våra världsledande kunder eller inhouse. På ALTEN har vi ett stort utbud av uppdrag hos många av de främsta företagen inom flera olika branscher såsom fordon, telekom, försvar, energi, verkstadsindustri, läkemedel och medicinteknik, där våra konsulter är verksamma genom hela produktutvecklingskedjan. Varje medarbetare är viktig för ALTENs framgång och därför värdesätter vi individuella önskemål och arbetar aktivt med personlig utveckling.

Vi vill stärka IT-teamet med en GoLang Fullstack utvecklare som är erfaren och tycker om att arbeta med moderna frontend ramverk och backend arkitektur baserat på Microservices.

 Vi ser att du har följande/erfarenhet av:
- GoLang
- Node.js/React.js
- Javascript/Typescript
- Microservices arkitektur

 Meriterande:
- AWS
- Docker och Kubernetes

VI ERBJUDER DIG

Möjligheten att arbeta med det du brinner för och samtidigt utveckla och bredda din kompetens, tillsammans med din coachande chef bygger du din karriär så att du kan utvecklas och förverkliga dina mål och drömmar! På ALTEN värdesätter vi en balans mellan arbete och privatliv och vi arbetar aktivt för att uppnå det. Vi erbjuder förmåner som friskvårdsbidrag, personalcykel, personlig utbildningsbudget, tjänstepension och försäkringar. Självklart har vi kollektivavtal.

Välkommen att skicka in din ansökan!


",4,"['försvar', 'individ', 'aktiv', 'aktiv']",269,True,0.0
488,18106,Systemutvecklare/Programmerare,Ticket Privatresor AB,"Om tjänsten
Som backendutvecklare med fokus på cloud på Ticket jobbar du tillsammans med drivna och ödmjuka vinnarskallar i olika produktteam som innefattar utveckling av företagets tjänster. Denna tjänst är inte tänkt till ett specifikt team, utan det är du som väljer vilket produktteam som passar dig bäst och där du kan bidra med kunnande om AWS! Arbetet innebär att utveckla nya samt förbättra befintliga funktioner och system kopplade till Tickets e-handelsplattform.

Du kommer att jobba i en organisation med korta beslutsvägar och där det går snabbt från beslut till handling. Våra agila team är självgående och utvecklingsgruppen gör själva teknikval och andra viktiga beslut. Dina kollegor här är riktigt skarpa, hjälpsamma, drivna och många har jobbat 10-15 år. Du kommer att få chansen att lära dig och själv sprida kunskap

Teamen arbetar till stor del med open source och driftar även själva Linuxplattformen. 

Till vardags kommer du att bygga nya funktioner i vår platform, är med i processen från skapande av story till att produktionssätta den. Vi hjälper också gärna våra affärsägare i funktionella diskussioner. Teamen väljer själva vem som gör vad så det finns bra möjligheter att själv välja inriktning. För dig som som är fokuserad på cloud bidrar du förutom till teamets utveckling även till att hela avdelningen använder AWS på bästa sätt.

Om dig
Du har en examen inom datavetenskap, systemvetenskap, civilingenjör eller motsvarande utbildning, alternativt längre erfarenhet av utvecklingsarbete på professionell nivå. Minst åtta års erfarenhet av utveckling i Java, dock behöver det inte vara ditt primära språk. Du får gärna ha en bred erfarenhet av techspråk och miljöer, men meriterande med Java och Spring. Du kan bygga effektiva och skalbara system och vill gärna jobba i team och agera bollplank till andra. Hos oss får du stora möjligheter att leda och driva utvecklingen av backend i våra miljöer. Som person uppskattar du att utmanas av nya tekniker och tycker kod är kul! Förmodligen har du redan jobbat några år med AWS och kan grundteknikerna där bra. Du gillar dessutom att arbeta agilt och triggas av snabba förändringar som kan uppstå genom de korta beslutsprocesserna. Som person är du kommunikativ, driven och har hjärtat på rätta stället! Du har goda kunskaper i svenska, både i tal och skrift

Om Ticket
Ticket är idag den största privatresebyråkedjan i Norden med sajterna Ticket och Airngo, över 400 medarbetare och sina 70 butiker i Sverige och Norge. Vi har stark tillväxt och gör det med marknadsledande lönsamhet

Vi bygger och driftar själva vår e-handelsplatform med alltifrån utmanande backendfrågor inom skalning till att sortera hotell efter sannolikhet till köp. Ticket sitter i toppmoderna lokaler i Sickla, några minuter från Slussen. Här jobbar ca 80 personer med allt från sälj, utveckling, marknadsföring till ekonomi och personal.

Givetvis har du sex veckors semster, flex så vardagen fungerar, full tjänstepension enligt ITP och trevliga reseförmåner. Huvudkontoret ligger i Sickla, fem minuter från Slussen. För Tickets anställda finns parkering utanför kontoret. Önskar du hellre jobba i Göteborg så har vi kontor även där.",9,"['beslut', 'beslut', 'självgå', 'beslut', 'leda', 'driva', 'utman', 'beslut', 'utman']",500,True,0.0
489,18114,Systemutvecklare/Programmerare,Volvo Personvagnar AB,"Who are we?
Volvo Cars is a company on a mission; to bring traditional car manufacturing into a connected, sustainable and smart future.
Since 1927, we have been a brand known for our commitment to safety, creating innovative cars that make life less complicated for our consumers. In 2010, we decided to transform our business, resulting in a totally new generation of cars and technologies, as well as steady growth and record sales. 
We are constantly pushing our own skills and abilities to drive change in the automobile industry like never before. We are looking for innovative, committed people to join us in this endeavour and create safe, sustainable and connected cars. We believe in the power of people and will challenge and support you to reach your full potential. Join us and be part of Volvo Cars’ journey into the future.

What’s in it for you?
In the Mobile Platform team, we work to empower the development of experiences that make owning a car better. 
Many of the people you will be working with have experience from start-ups and global tech companies such as Spotify, Google, Ericsson, Microsoft, Tradera, Klarna and King.
You will be working with a group of skilled people, currently engaged in agile product development for the Volvo Cars apps.

What you’ll do
As a CI/CD in the mobile platform team you’ll work closely with the product development teams and partner with functions such as release management, quality, and product. You’ll work to improve the lives of our developers through improvements to continuous integration, creating the means through which developers can integrate often, quickly and in a way that reduces complexity, shared fate between different development teams and that ensures the quality and integrity of our branches. You’ll do this through:
Continuous discovery and implementation of emerging technologies
Recommend industry best-practices for continuous improvement


Define and help teams manage sanity, smoke, and regression automation testing suites for execution on proper builds (pull-requests, nightly, on-demand, feature, and release)
Help maintain the build server and device farm infrastructure
Expand and manage the app beta testing program
Review and help team provide proper documentation for solutions and processes
Help identify and resolve daily issues and blockers
Implement various build, release, and automation solutions


You and your skills
You have excellent communication skills and enthusiasm to collaborate with multiple teams and your skills include:
Experience with code management and deployment processes (CI/CD), procedures, and tools, preferably with Jenkins.
Experience with Android and iOS mobile application build processes and app stores.
Familiar with source management tools such as git and GItHUB/GitLab to perform operations such as branching and labeling.

Knowledge of configuring Xcode and Android studio.
Experience in iOS & Android build system – configurations, dependency management
Hands on experience using Mobile CI Tools – e.g Fastlane etc



We want your application at the latest 7th of January 2022. Please note that applications via email will not be accepted.",0,[],488,False,-1.0
490,18130,Applikationsutvecklare/Apputvecklare,Nordicstation AB,"Att arbeta som utvecklare hos oss innebär att du arbetar nära både kollegor och kunden. Vi arbetar i team tillsammans med andra utvecklare, analytiker, projektledare och testare. Du blir ofta involverad i flera moment i projektet, från design och lösning till utveckling, verifiering av kod, dokumentation och överlämning till förvaltning.

Lösningen baseras på ett ett OpenSource core-library som till viss del även ska vidareutvecklas.

Vi jobbar tillsammans med utvecklingsteam i Sverige och kundens intressenter är i olika delar av världen. Du ska vara en självgående utvecklare som kan ta lead och bygga vidare på och förädla OpenSource lösningen. Du ska gilla att utveckla med Angular och Java. Vara intresserad av DevOps och containerisering för att kunna hantera deployment. Du ska tycka om dela med dig av dina kunskaper och coacha andra i ditt team. Du kommer att ingå i ett team om fem personer som jobbar med applikationen.

Skall krav:

- Du har goda tekniska kunskaper inom Java.
- Du har goda tekniska kunskaper inom Angular (TypeScript)
- God erfarenhet av containerisering.

- Du behärskar svenska och engelska, såväl skriftligen som muntligen.
- Minst tre års erfarenhet av likande arbete.


Bör krav:

- Erfarenhet av Spring Boot


- Erfarenhet av Visual Studio Code
- Erfarenhet av Scrum, DevOps och automatiserade tester är också meriterande.


Som person är du ambitiös och engagerad vilket visar sig i ett självständigt driv mot att utvecklas inom programmeringen. Du bidrar till ditt team genom bra energi, god problemlösnings- och samarbetsförmåga och du är därtill kommunikativ och flexibel för att kunna bemöta Nordicstations kunder och anpassa dig efter deras behov.

Nordicstation som företag satsar mycket på sina medarbetare, för oss är det viktigt att du trivs och har roligt i ditt jobb. Du märker snabbt av den familjära stämningen i kombination med hög kompetens i företaget.

Vi erbjuder ett stort utbud av förmåner som tjänstepension, bonusar, spännande konferenser, teamstärkande aktiviteter, after works och hälsoaktiviteter.

Tillsammans tar vi också fram en individuellt anpassad utbildnings- och kompetensutvecklingsplan, där du har möjlighet att styra din utveckling till att bli specialist inom ett specifikt område eller generalist och duktig på flera.

Vi går igenom ansökningar löpande.

Vi ser fram emot att få din ansökan!





Om oss

Vi på Nordicstation är ca. 65 medarbetare. Vi är certifierade Microsoft Partner men jobbar även med andra tekniker. Hållbart arbete är viktigt för oss och vi arbetar aktivt med FN’s Globala Hållbarhetsmål där vi fokuserar på nr 3 - Hälsa och välbefinnande, nr 5 - Jämställdhet och nr 9 - Hållbar industri, innovationer och infrastruktur",6,"['självgå', 'ambiti', 'självständig', 'aktiv', 'individ', 'aktiv']",421,True,0.0
491,18134,Systemutvecklare/Programmerare,Ticket Privatresor AB,"Om tjänsten
Som senior utvecklare med fokus på Kubernetes på Ticket jobbar du tillsammans med drivna och ödmjuka vinnarskallar i olika produktteam som innefattar utveckling av företagets tjänster. Denna tjänst är till vårat Core-team som ansvarar för utvecklarnas effektivitet! Arbetet innebär att utveckla nya samt förbättra befintliga funktioner och system kopplade till miljöer, centrala funktioner och pipelines för Tickets e-handelsplattform.

Du kommer att jobba i en organisation med korta beslutsvägar och där det går snabbt från beslut till handling. Våra agila team är självgående och utvecklingsgruppen gör själva teknikval och andra viktiga beslut. Dina kollegor här är riktigt skarpa, hjälpsamma, drivna och många har jobbat 10-15 år. Du kommer att få chansen att lära dig och själv sprida kunskap

Teamen arbetar till stor del med open source och driftar även själva Linuxplattformen. Primärt jobbar Ticket i AWS med Kubernetes, EKS och Jenkins-X. Våra mikrotjänster är byggda i Java, Spring Boot, .Net Core, Python och liknande. Till detta använder vi även Postgres, RabbitMQ, Magnolia, Vue, Zurb Foundation, Firehose med mera.

Till vardags kommer du att bygga nya funktioner i vår grundplatform så att våra utvecklare har en enkelt och effektiv miljö att bygga funktioner på. Du är med i processen från skapande av story till att produktionssätta den. Vi hjälper också gärna våra affärsägare i funktionella diskussioner och våra utvecklare med kompetens om Kubernetes och AWS. Teamen väljer själva vem som gör vad så det finns bra möjligheter att själv välja inriktning och utvecklas.

Om dig
Du har en examen inom datavetenskap, systemvetenskap, civilingenjör eller motsvarande utbildning, alternativt längre erfarenhet av utvecklingsarbete på professionell nivå. Minst åtta års erfarenhet av utveckling och några års erfarenhet av Kubernetes. Du får gärna ha en bred erfarenhet av techspråk och miljöer, men meriterande med Java, Go, EKS, Jenkins-X. Du kan bygga effektiva och skalbara system och vill gärna jobba i team och agera bollplank till andra. Hos oss får du stora möjligheter att leda och driva utvecklingen av mikrotjänster i våra miljöer. Som person uppskattar du att utmanas av nya tekniker och tycker kod är kul! Du gillar dessutom att arbeta agilt och triggas av snabba förändringar som kan uppstå genom de korta beslutsprocesserna. Som person är du kommunikativ, driven och har hjärtat på rätta stället! Du har goda kunskaper i svenska, både i tal och skrift

Om Ticket
Ticket är idag den största privatresebyråkedjan i Norden med sajterna Ticket och Airngo, över 400 medarbetare och sina 70 butiker i Sverige och Norge. Vi har stark tillväxt och gör det med marknadsledande lönsamhet

Vi bygger och driftar själva vår e-handelsplatform med alltifrån utmanande backendfrågor inom skalning till att sortera hotell efter sannolikhet till köp. Ticket sitter i toppmoderna lokaler i Sickla, några minuter från Slussen. Här jobbar ca 80 personer med allt från sälj, utveckling, marknadsföring till ekonomi och personal.

Givetvis har du sex veckors semster, flex så vardagen fungerar, full tjänstepension enligt ITP och trevliga reseförmåner. Huvudkontoret ligger i Sickla, fem minuter från Slussen. För Tickets anställda finns parkering utanför kontoret. Vi har även kontor i centrala Göteborg för den som tvivs bättre på västkusten.",9,"['beslut', 'beslut', 'självgå', 'beslut', 'leda', 'driva', 'utman', 'beslut', 'utman']",512,True,0.0
